sourceDataSystem,fieldName,codeName,codeDefinition,definitionSource,comments,
FMD,SpecieID,101,Warmouth,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,102,Reticulate sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,103,Prickly sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,104,Grass carp,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,105,Eulachon,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,106,Rainbow Smelts,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,107,Pacific giant salamander,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,108,Coastal tailed frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,109,Green sunfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,110,Klamath smallscale sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,112,Unidentified trout,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,113,Lampreys,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,114,Western river lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,115,Northern California brook lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,116,Pit-Klamath brook lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,117,Vancouver lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,118,Miller Lake lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,119,Pacific brook lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,121,Klamath River lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,123,Arctic lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,124,Salmonids,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,125,Other,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,126,Amphibians,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,127,Reptiles,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,128,Birds,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,129,Mammals,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,130,Modoc sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,131,Goose Lake sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,132,Klamath largescale sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,133,Tahoe sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,134,Warner sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,135,Shortnose sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,136,Malheur sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,137,Margined sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,138,Pit sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,139,Klamath Lake sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,140,Slender sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,141,Lost River sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,142,Alvord chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,143,Sheldon tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,144,Oregon lakes tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,145,Hutton tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,146,Catlow tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,147,Summer Basin tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,148,Borax Lake chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,149,Goose Lake lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,150,Pit roach,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,151,Oregon chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,152,Umpqua chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,153,Umpqua dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,154,Mottled sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,155,Colorado River cutthroat trout,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,156,White catfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,157,Redear sunfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,158,Crayfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,159,California red-legged frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,160,Tidewater goby,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,161,Delta smelt,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,162,Longfin smelt,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,163,Topsmelt,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,164,Splittail (Sacramento splittail),StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,165,Shiner perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,166,Arroyo chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,167,Tule perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,168,Russian River tule perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,169,Clear Lake tule perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,170,Sacramento-San Joaquin tule perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,171,Sacramento blackfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,172,Amur goby,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,173,Wood River Sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,174,Shovelnose sturgeon,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,175,Pacific herring,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,176,River carpsucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,177,Utah sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,178,White sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,179,Rogue smallscale sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,180,Smallmouth buffalo,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,181,Bigmouth buffalo,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,182,Shorthead redhorse,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,183,Oriental weatherfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,184,Utah chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,185,Blue chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,186,Western silvery minnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,187,Brassy minnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,188,Plains minnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,189,Northern leatherside chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,190,Golden shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,191,Emerald shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,192,Spottail shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,193,Sand shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,194,Northern redbelly dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,195,Northern redbelly dace X Finescale dace hybrid,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,196,Flathead chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,197,Siuslaw pikeminnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,198,Umpqua pikeminnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,199,Millicoma dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,200,Leopard dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,201,Dolly Varden,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,202,Arctic char,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,203,Klamath speckled dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,204,Blackside speckled dace;  Coastal speckled dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,205,Foskett speckled dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,206,Umatilla dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,207,Bonneville redside shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,208,Lahontan redside,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,209,Coastal redside shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,210,Hotspring redside shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,211,Creek chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,212,Olympic mudminnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,213,Central mudminnow,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,214,Grass pickerel,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,215,Banded killifish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,216,Plains killifish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,217,Rainwater killfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,218,Brook stickleback,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,219,Ninespine stickleback,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,220,Arrow goby,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,221,Goldeye,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,222,Stonecat,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,223,Tadpole madtom,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,224,White bass,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,225,Surf smelt,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,226,Rainbow smelt,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,227,Iowa darter,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,228,Sauger,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,229,Trout-perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,230,Klamath Lake lamprey,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,231,Penpoint gunnel,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,232,Saddleback gunnel,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,233,Starry flounder,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,234,Eastern mosquitofish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,235,Sailfin molly,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,236,Shortfin molly,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,237,Guppy,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,238,Mexican molly;  Black molly;  Liberty molly,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,239,Green swordtail,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,240,Southern platyfish;  Platy,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,241,Platy species,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,242,Variable platyfish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,243,Cisco;  Lake herring,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,244,Arctic cisco,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,245,Broad whitefish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,246,Least cisco,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,247,Bear Lake cutthroat trout,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,248,Coastal rainbow trout;  Steelhead,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,249,Oregon closed basin redband trout,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,250,Bear lake whitefish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,251,Round whitefish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,252,Bonneville cisco,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,253,Bonneville whitefish,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,254,Blueback trout;  Sunapee trout,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,255,Bull trout X Brook trout hybrid,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,256,Inconnu,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,257,Freshwater drum,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,258,Coastal largescale sucker,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,259,Tui chub,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,260,Rock bass,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,261,Sacramento perch,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,262,Convict cichlid,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,263,Mozambique tilapia,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,264,Redbelly tilapia;  Zill's tilapia,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,265,Sharpnose sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,266,Coastrange sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,267,Paiute sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,268,Bear Lake sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,269,Shoshone sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,270,Riffle sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,271,Columbia sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,272,Marbled sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,273,Pacific staghorn sculpin,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,274,Tiger salamander,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,275,Idaho giant salamander,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,276,Western toad,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,277,Boreal chorus frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,278,Pacific chorus frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,279,Coeur d'Alene salamander,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,280,Northern leopard frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,281,Wood frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,282,Columbia spotted frog,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,283,Great Basin spadefoot,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,284,Speckled dace,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,285,Redside shiner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,286,Threespine stickleback,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,287,Threespine stickleback,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1000,Macroinvertebrates,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1001,Freshwater mussels,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1002,Annelids,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1003,Arthropods,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1004,Cnidarians,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1005,Crustaceans,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1006,Insects,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1007,Molluscs,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1008,Nematodes,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1009,Horsehair worms,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1010,Aspen leaf miner,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1011,Flatworms,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,SpecieID,1012,Sponges,StreamNet species codes as of 2023-04-17.xlsx from Mike Banach,none,
FMD,LifeHistoryID,1,Anadromous,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,LifeHistoryID,2,Year-round resident,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,LifeHistoryID,3,Fluvial/adfluvial,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,LifeHistoryID,4,Fluvial/adfluvial and year-round resident,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,LifeHistoryID,5,Anadromous and year-round resident,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,LifeHistoryID,99,Unknown,StreamNet-DataExchangeStandard20200201 Trend table,none,
FMD,RunID,1,Spring,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,2,Summer,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,3,Fall,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,4,Winter,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,12,Odd year pink,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,13,Even year pink,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,16,Mixed,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,17,Spring/summer,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,18,Both summer & winter,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,19,Late,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,20,Late fall,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,21,Early,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,22,Both early & late,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,23,Summer/fall,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,98,N/A,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,RunID,99,Unknown,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,1,A run,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,2,B run,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,3,S type - Early,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,4,N type - Late,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,5,Tule,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,6,Upriver bright,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,7,S type & N type,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,8,Late run,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,9,Early run,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,98,N/A,StreamNet-DataExchangeStandard20200202 Trend Table,none,
FMD,SubRunID,99,Unknown,StreamNet-DataExchangeStandard20200202 Trend Table,none,
PTAGIS,Species Codes,0,Unknown,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,1,Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,2,Coho,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,3,Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,4,Sockeye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,5,Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,6,Pink,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,7,Bull Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,8,Cutthroat Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,9,Other,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,A,Pacific Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,B,White Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,C,Green Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,D,Northern Pikeminnow,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,E,Brook Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,F,American Shad,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,G,Mountain Whitefish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,H,Walleye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,I,Channel Catfish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,J,Smallmouth Bass,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,K,Western Brook Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Species Codes,L,Lamprey (species unknown),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Species,none,
PTAGIS,Run Codes,0,,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Run Codes,1,Spring,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Run Codes,2,Summer,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Run Codes,3,Fall,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
